Customer_ID	Last_Name	First_Name	Sex	Age	ZIP	Plan	Plan_Start_Date	Customer_Since	Salesman_EID
10709.0	Molina	Bernard	M	23	97130	Gold	2023-03-07	2003-05-28	792195
10710.0	Stewart	Jessica	F	26	97152	Gold	2023-12-04	2020-02-03	501466
10711.0	Bennett	Shelia	F	56	97349	Basic	2022-09-14	2017-12-15	468586
10712.0	Murphy	Aaron	M	58	97162	Basic	2023-09-12	2018-06-11	624170
10713.0	Orozco	Greg	M	26	97189	Platinum	2023-07-15	2018-02-08	993021
10714.0	Alvarado	Layla	F	46	97241	Basic	2023-07-29	2006-06-30	622848
10715.0	Nava	Beverly	F	60	97394	Basic	2022-04-10	2012-05-15	830329
10717.0	Gutiérrez	Curtis	M	20	97335	Gold	2023-07-31	2022-01-12	498542
10718.0	Turner	Milton	M	65	97422	Gold	2022-11-29	2015-11-24	591279
10719.0	Torres	Parker	M	40	97206	Basic	2023-02-14	2007-10-02	434179
10720.0	Turner	Clayton	M	69	97373	Basic	2023-06-15	2006-03-11	236836
10721.0	Pérez	Kristy	F	29	97440	Basic	2023-07-17	2015-09-23	197478
10722.0	Maldonado	Caroline	F	36	97146	Basic	2022-10-19	2009-05-18	199224
10723.0	Jackson	Alyssa	F	77	97149	Gold	2023-03-26	2012-01-12	596132
10724.0	Castillo	Jon	M	74	97412	Basic	2022-12-17	2015-12-29	166180
10725.0	Cruz	Gregg	M	51	97355	Basic	2023-08-16	2010-09-10	536587
10726.0	Castillo	Karla	F	56	97285	Basic	2023-02-10	2019-09-14	793954
10727.0	Robles	Carolyn	F	37	97445	Platinum	2023-03-30	2008-05-13	66767
10728.0	Jiménez	Marsha	F	37	97149	Platinum	2023-04-30	2008-11-04	230871
10729.0	Navarro	Ronnie	M	31	97436	Basic	2023-01-07	2009-07-10	756112
10730.0	Gómez	Nicolas	M	32	97156	Basic	2023-02-06	2013-02-02	110252
10731.0	Lee	Norah	F	63	97353	Basic	2023-03-07	2014-02-09	629585
10732.0	Brown	Jalen	M	33	97367	Basic	2023-06-12	2015-03-19	170031
10733.0	Morales	Darren	M	53	97287	Platinum	2023-11-18	2015-09-23	307535
10734.0	Morris	Penelope	F	54	97372	Basic	2023-06-27	2022-05-25	793954
10735.0	González	Nina	F	42	97130	Gold	2023-07-22	2013-11-07	695144
10736.0	Cortez	London	F	60	97139	Basic	2022-07-01	2007-11-13	37601
10737.0	Guerrero	Bill	M	33	97347	Platinum	2022-09-23	2014-05-18	4801
10738.0	Robinson	Jaime	M	48	97233	Gold	2022-10-10	2014-07-21	895692
10740.0	Nguyen	Hunter	M	52	97341	Basic	2023-11-06	2014-10-25	4979
10741.0	Castillo	Vicky	F	56	97134	Platinum	2023-11-05	2003-09-05	69217
10742.0	Fuentes	Nina	F	36	97246	Basic	2022-08-12	2022-03-08	634454
10743.0	Tremblay	Sabrina	F	66	97256	Basic	2023-08-17	2019-04-19	793934
10744.0	Hernández	Alexandria	F	18	97413	Gold	2023-09-29	2005-10-02	234163
10745.0	León	Lyla	F	60	97228	Obsidian	2023-01-20	2003-08-29	404365
10747.0	Brown	Makenzie	F	21	97211	Platinum	2023-02-24	2013-01-10	432157
10748.0	Flores	Judy	F	75	97210	Basic	2023-06-21	2020-02-26	758931
10749.0	White	Clara	F	35	97230	Basic	2022-02-20	2014-01-17	990782
10750.0	Salas	Latasha	F	34	97122	Gold	2023-04-09	2022-01-12	330972
10751.0	Guerrero	Michaela	F	43	97212	Basic	2023-10-28	2006-05-06	729733
10752.0	Barnes	Addison	F	29	97256	Gold	2023-11-15	2017-12-31	495384
10753.0	Martínez	Gregg	M	44	97442	Obsidian	2023-12-11	2004-07-28	532019
10754.0	Lewis	Everett	M	53	97317	Platinum	2022-02-05	2018-05-03	495730
10755.0	Martínez	Tim	M	45	97459	Basic	2023-05-18	2017-05-04	668028
10756.0	Díaz	Valerie	F	28	97228	Gold	2023-11-15	2006-10-07	98775
10758.0	Carter	Ricardo	M	48	97141	Basic	2023-12-18	2008-11-23	526697
10759.0	Soto	Cindy	F	59	97132	Basic	2023-03-21	2004-10-22	369066
10760.0	Martínez	Lilly	F	37	97282	Obsidian	2023-02-11	2019-04-10	165975
10761.0	Ayala	Bentley	M	54	97460	Gold	2022-03-03	2004-02-12	140525
10762.0	Madrigal	Carly	F	43	97349	Basic	2023-05-15	2004-03-22	434579
10764.0	Martin	Lynne	F	51	97249	Obsidian	2022-01-15	2006-06-01	659927
10765.0	Wilson	Natasha	F	50	97354	Basic	2023-08-21	2007-11-10	306357
10766.0	Madrigal	Quinn	F	51	97317	Infinity	2022-12-29	2009-11-03	76020
10767.0	Ortega	Carmen	F	77	97209	Platinum	2023-10-28	2015-07-13	267072
10768.0	Sánchez	Camden	M	34	97336	Basic	2022-12-06	2018-08-31	668028
10769.0	Thomas	Amanda	F	57	97360	Basic	2023-05-14	2017-06-09	209168
10770.0	Sánchez	Kristi	F	36	97124	Basic	2023-05-25	2012-04-25	241571
10771.0	Perry	Traci	F	35	97148	Basic	2022-03-09	2012-07-05	45291
10772.0	Rojas	Luke	M	50	97266	Basic	2023-08-31	2010-02-27	426042
10773.0	Moore	Alec	M	28	97246	Gold	2023-01-02	2018-08-11	102998
10774.0	Parker	Kenneth	M	45	97384	Basic	2023-03-30	2003-10-04	863596
10775.0	Tremblay	Priscilla	F	39	97303	Basic	2023-04-05	2008-05-20	273171
10776.0	Estrada	Eddie	M	55	97205	Basic	2023-05-26	2012-04-25	109772
10777.0	Rosales	John	M	77	97353	Gold	2023-04-02	2007-10-07	534271
10778.0	Estrada	Cindy	F	32	97463	Obsidian	2023-10-26	2008-02-09	853141
10779.0	Wright	Landon	M	35	97118	Basic	2023-02-06	2014-11-10	767151
10781.0	Romero	Manuel	M	41	97149	Gold	2023-05-29	2016-07-17	688658
10782.0	Garza	Wanda	F	62	97120	Gold	2023-10-27	2015-05-21	629026
10783.0	Meza	Clinton	M	23	97263	Basic	2022-03-04	2009-06-11	393364
10785.0	Pérez	Ezra	M	51	97162	Basic	2023-04-24	2011-10-11	7763
10786.0	Davis	Phyllis	F	33	97270	Gold	2023-04-23	2016-10-30	336151
10787.0	Baker	Billie	F	54	97341	Gold	2023-01-14	2006-07-21	368294
10788.0	Fernández	Cory	M	67	97423	Basic	2023-05-04	2016-10-10	667469
10789.0	Gutiérrez	Monique	F	41	97228	Basic	2022-12-04	2016-09-30	603458
10790.0	Salinas	Willow	F	36	97383	Basic	2023-11-12	2019-01-10	990782
10791.0	Jones	Angie	F	66	97386	Platinum	2022-12-09	2005-10-01	628976
10792.0	Harris	Helen	F	28	97265	Basic	2023-04-10	2019-05-02	268644
10793.0	Pérez	Raymond	M	58	97309	Gold	2023-03-14	2016-05-24	560283
10794.0	Brown	Haley	F	46	97164	Gold	2023-08-17	2006-08-31	865377
10796.0	Calderón	Ricky	M	64	97447	Basic	2022-10-17	2005-03-18	307847
10797.0	Gagnon	Greg	M	18	97360	Basic	2022-10-11	2011-10-25	728790
10798.0	Flores	Ashlee	F	44	97361	Basic	2023-09-19	2009-07-31	9400
10800.0	Clark	Lillian	F	26	97131	Basic	2023-03-17	2016-11-26	236773
10803.0	Edwards	Luis	M	33	97354	Gold	2023-06-18	2004-04-11	198206
10805.0	Rosas	Eliza	F	32	97195	Gold	2023-05-21	2013-10-05	267843
10806.0	Martinez	Breanna	F	36	97343	Platinum	2022-03-18	2012-04-06	888302
10807.0	Stewart	Brayden	M	60	97323	Platinum	2023-05-24	2015-11-27	731262
10808.0	James	Dean	M	53	97160	Gold	2023-04-05	2010-06-13	592020
10809.0	Rangel	Josephine	F	50	97259	Platinum	2023-03-12	2013-10-25	372170
10810.0	Rojas	April	F	24	97150	Gold	2022-12-06	2011-07-23	499213
10811.0	Rodríguez	Sharon	F	44	97127	Gold	2023-01-11	2013-08-11	623939
10812.0	Gutiérrez	Kylee	F	72	97180	Basic	2022-01-09	2003-12-22	305103
10813.0	Watson	Stanley	M	35	97230	Platinum	2023-06-19	2019-11-06	895852
10814.0	Hughes	Darin	M	70	97209	Basic	2023-02-06	2019-04-20	898400
10815.0	Gómez	Samantha	F	61	97166	Gold	2022-04-01	2018-05-06	138926
10816.0	Rodríguez	Giselle	F	28	97383	Basic	2023-07-16	2014-05-28	733918
10817.0	Myers	Juanita	F	32	97430	Basic	2023-04-17	2017-07-19	335148
10818.0	Bell	Priscilla	F	77	97145	Gold	2023-03-10	2020-03-03	885109
10819.0	López	Melanie	F	37	97433	Basic	2023-10-14	2003-08-10	428565
10820.0	Rivera	Jacob	M	39	97385	Platinum	2023-06-28	2017-09-19	959002
10821.0	Hernández	Jackie	M	52	97400	Basic	2023-04-12	2019-06-18	236836
10822.0	Hernández	Jackie	F	30	97241	Gold	2022-07-30	2014-08-19	955679
10823.0	Rivera	Graham	M	23	97123	Basic	2023-01-16	2015-08-29	67854
10824.0	Vega	Ethan	M	55	97407	Platinum	2023-02-22	2011-10-11	461729
10826.0	Rodriguez	Isabel	F	49	97344	Obsidian	2023-11-08	2022-09-11	5117
10827.0	Cox	Elizabeth	F	58	97244	Basic	2023-05-19	2006-06-09	565986
10828.0	García	Alejandra	F	34	97301	Platinum	2023-10-18	2014-12-22	601325
10829.0	Green	Ella	F	73	97122	Gold	2023-02-20	2003-11-07	370089
10830.0	Díaz	Kay	F	34	97140	Basic	2023-10-04	2019-03-19	599811
10831.0	Rodríguez	Kristina	F	66	97368	Gold	2023-10-09	2007-03-05	139411
10832.0	Martinez	Adriana	F	50	97175	Basic	2023-08-27	2017-09-14	264758
10833.0	Harris	Ricky	M	47	97462	Gold	2023-10-01	2004-04-25	567027
10835.0	Gagné	Howard	M	23	97175	Obsidian	2023-04-14	2020-02-22	334957
10836.0	Álvarez	Jayla	F	33	97275	Basic	2022-05-26	2017-03-08	896935
10837.0	Lee	Steve	M	68	97232	Gold	2023-02-11	2003-03-25	533226
10838.0	Peterson	Layla	F	48	97310	Gold	2022-08-19	2011-04-27	559175
10839.0	Thomas	Greg	M	47	97205	Gold	2022-07-20	2020-09-05	465649
10840.0	Rodríguez	Ana	F	40	97137	Gold	2023-07-15	2018-11-26	830329
10841.0	Álvarez	Jonathon	M	32	97250	Basic	2022-11-19	2007-02-01	307847
10842.0	Davis	Cooper	M	53	97404	Basic	2022-12-09	2022-02-23	469287
10843.0	Rojas	Brooklynn	F	48	97384	Gold	2023-02-04	2015-11-25	853681
10844.0	Anderson	Cory	M	49	97410	Basic	2023-02-03	2014-02-21	591045
10845.0	Mejía	Chase	M	23	97362	Basic	2023-09-19	2016-05-05	209536
10846.0	Rivera	Tonya	F	25	97174	Platinum	2023-10-19	2012-04-04	992290
10847.0	Cruz	Anna	F	64	97119	Gold	2022-04-11	2003-08-06	987238
10848.0	Morris	Dave	M	57	97330	Platinum	2023-06-25	2017-07-11	107929
10849.0	Villalobos	Delilah	F	74	97475	Basic	2023-05-07	2018-04-23	468626
10850.0	Cabrera	Valerie	F	35	97189	Gold	2023-07-13	2014-02-20	658559
10851.0	Sullivan	Lindsey	F	74	97300	Platinum	2023-11-07	2015-07-11	794703
10852.0	Ponce	Shaun	M	65	97176	Obsidian	2023-04-05	2008-02-28	503499
10853.0	Flores	Mila	F	72	97224	Basic	2022-10-22	2008-03-13	756112
10854.0	Gutierrez	Randolph	M	24	97357	Infinity	2022-11-23	2020-06-06	427436
10856.0	Alvarado	Gage	M	75	97248	Platinum	2023-10-30	2004-04-14	368405
10857.0	Acosta	Georgia	F	23	97493	Platinum	2022-04-16	2015-08-09	173317
10858.0	Peterson	Jordan	M	66	97319	Platinum	2023-07-29	2019-07-10	404590
10859.0	Peterson	Jordan	F	70	97186	Gold	2023-07-13	2018-06-08	631479
10860.0	Hernández	Bethany	F	59	97195	Basic	2023-10-31	2005-06-09	233253
10861.0	Lara	Cecil	M	35	97353	Basic	2023-10-09	2021-10-14	100260
10862.0	Cruz	Dana	M	28	97310	Basic	2023-03-03	2012-02-06	77610
10863.0	Cruz	Dana	F	61	97217	Platinum	2022-12-10	2009-09-30	722276
10864.0	Butler	Tanner	M	46	97175	Platinum	2023-04-19	2016-04-12	7763
10865.0	Moore	Kaitlyn	F	43	97287	Basic	2023-03-15	2016-02-10	363995
10866.0	Calderón	Olivia	F	19	97268	Gold	2023-06-02	2014-11-09	370089
10867.0	Rodríguez	Ellie	F	31	97139	Basic	2023-04-02	2015-07-10	629026
10868.0	Evans	Diane	F	57	97333	Platinum	2023-10-15	2020-03-24	601639
10869.0	Gómez	Sandra	F	71	97179	Obsidian	2022-12-03	2009-09-13	167377
10870.0	Clark	Jake	M	62	97269	Basic	2022-09-26	2012-10-15	632921
10871.0	Ruíz	Kathy	F	43	97254	Basic	2023-01-01	2019-08-06	894740
10873.0	Luna	Jessie	M	66	97314	Gold	2023-01-04	2010-02-23	98839
10874.0	Luna	Jessie	F	36	97186	Infinity	2023-11-07	2020-10-03	592631
10875.0	Nguyen	Willie	M	59	97129	Platinum	2022-02-24	2020-09-29	173317
10876.0	Nguyen	Willie	F	36	97274	Obsidian	2021-03-16	2003-02-14	930747
10877.0	Calderón	Jean	F	58	97195	Infinity	2018-09-14	2013-06-27	335090
10878.0	Hernández	Erica	F	25	97267	Gold	2023-02-06	2003-06-19	727331
10880.0	Hughes	Lonnie	M	66	97222	Basic	2023-07-20	2015-04-01	662185
10881.0	Araya	Rosie	F	66	97283	Gold	2023-02-14	2021-07-30	98369
10883.0	Ortíz	Owen	M	32	97409	Basic	2023-04-26	2011-12-29	427436
10884.0	Gómez	Kristy	F	73	97473	Basic	2023-10-08	2008-06-06	530520
10885.0	Ortega	Mila	F	27	97176	Basic	2023-04-12	2012-04-21	927812
10886.0	Araya	Dale	M	73	97210	Basic	2022-12-11	2012-09-26	766220
10887.0	Jiménez	Ryleigh	F	23	97218	Basic	2023-08-07	2022-09-08	560715
10888.0	Hernández	Ayden	M	60	97153	Basic	2023-03-28	2022-07-18	731262
10889.0	Hughes	Weston	M	40	97282	Basic	2023-03-07	2007-09-07	791078
10890.0	Marroquín	Greyson	M	54	97203	Basic	2023-08-29	2016-10-03	263270
10891.0	Guzmán	Adam	M	59	97270	Gold	2023-01-09	2022-11-14	629740
10892.0	Morales	Beatrice	F	63	97442	Basic	2023-03-27	2017-02-28	893970
10893.0	Díaz	Judy	F	35	97179	Basic	2022-11-14	2003-06-25	266889
10894.0	Delgado	Yesenia	F	56	97318	Platinum	2023-10-21	2015-04-11	893548
10895.0	Roberts	Carole	F	48	97259	Basic	2023-02-27	2011-01-21	239016
10896.0	Fisher	Alaina	F	41	97452	Platinum	2023-05-21	2008-07-19	896724
10897.0	Davis	Benny	M	50	97218	Gold	2022-02-12	2018-09-23	695049
10898.0	Guerrero	Gloria	F	30	97151	Platinum	2023-08-01	2016-11-23	431665
10899.0	González	Jackson	M	42	97332	Platinum	2023-01-04	2010-04-19	7178
10900.0	Fisher	Shelley	F	44	97321	Obsidian	2022-08-22	2004-01-16	428565
10901.0	Calderón	Damian	M	52	97116	Gold	2023-11-06	2006-12-16	926188
10902.0	Smith	Omar	M	23	97495	Obsidian	2023-02-28	2005-12-25	198439
10903.0	Richardson	Mya	F	45	97197	Obsidian	2023-08-12	2016-04-22	469067
10904.0	Ruíz	Nathan	M	49	97405	Gold	2022-03-11	2008-09-21	495384
10905.0	Rodríguez	Sandra	F	18	97313	Basic	2023-06-28	2022-08-13	826925
10906.0	Adams	Wendell	M	72	97466	Basic	2023-06-11	2003-04-22	468586
10907.0	Díaz	Jim	M	36	97121	Obsidian	2022-03-29	2005-03-09	7178
10908.0	Campos	Joe	M	50	97343	Gold	2023-01-29	2013-02-13	930747
10909.0	Castañeda	Cole	M	56	97223	Infinity	2023-04-19	2010-05-10	536510
10910.0	Lavoie	Marian	F	45	97413	Basic	2023-02-23	2013-06-02	657205
10911.0	Ramos	Jordan	M	61	97385	Basic	2023-03-12	2009-08-23	667602
10912.0	Ramos	Jordan	F	24	97210	Basic	2023-02-05	2022-02-04	853681
10913.0	Flores	Daisy	F	38	97191	Gold	2023-03-06	2022-05-17	633352
10914.0	Ochoa	Cindy	F	73	97341	Obsidian	2022-08-06	2014-03-29	332920
10915.0	Castro	Cathy	F	31	97392	Infinity	2023-08-18	2005-11-11	12242
10916.0	Morales	Lynn	M	59	97269	Obsidian	2021-08-06	2003-04-15	272879
10917.0	Morales	Lynn	F	76	97192	Basic	2023-03-07	2014-04-13	34674
10918.0	Tremblay	Chad	M	58	97208	Obsidian	2023-12-25	2014-09-03	990634
10919.0	Bailey	Katie	F	62	97320	Gold	2022-12-05	2015-11-27	530357
10921.0	Méndez	Jennifer	F	66	97201	Platinum	2023-10-01	2018-03-14	501466
10922.0	Bell	Stacie	F	36	97159	Basic	2023-11-28	2010-05-05	990286
10924.0	Lara	Skylar	F	58	97327	Gold	2023-07-05	2014-08-25	626482
10925.0	Ramírez	Marsha	F	57	97219	Gold	2022-10-13	2022-06-01	790748
10926.0	Rivera	Neil	M	50	97417	Platinum	2023-04-27	2011-10-24	727331
10927.0	Rivera	Jayden	M	41	97264	Gold	2023-05-15	2008-01-28	536420
10928.0	Allen	Amber	F	77	97124	Gold	2023-10-21	2012-04-04	268667
10929.0	Jackson	Breanna	F	70	97278	Basic	2022-09-27	2004-05-25	921707
10930.0	Morales	Kylee	F	51	97277	Gold	2022-03-14	2021-01-22	658359
10931.0	Valenzuela	Misty	F	41	97164	Gold	2023-07-09	2007-01-05	524356
10932.0	Thompson	Nicole	F	25	97343	Obsidian	2022-04-10	2006-06-01	98775
10933.0	Ross	Gage	M	75	97403	Basic	2023-04-18	2014-04-23	198439
10934.0	Phillips	Annabelle	F	39	97161	Basic	2022-12-22	2007-01-22	567027
10935.0	Sanders	Kylee	F	48	97286	Basic	2023-05-30	2006-05-27	887214
10936.0	Flores	Ana	F	54	97155	Basic	2023-08-31	2022-05-10	699724
10937.0	Ayala	Harrison	M	49	97425	Basic	2023-01-02	2014-10-10	536510
10938.0	Álvarez	Shelly	F	67	97442	Obsidian	2022-04-18	2006-07-03	171254
10939.0	Gómez	Jesse	M	67	97206	Basic	2023-08-17	2018-06-27	524940
10940.0	Reyes	Cecilia	F	67	97352	Basic	2023-03-25	2003-12-02	862514
10941.0	Martin	Jeff	M	68	97462	Basic	2023-01-25	2004-12-25	461729
10942.0	López	Eric	M	33	97444	Basic	2023-02-10	2016-07-16	990634
10943.0	Ramírez	Martha	F	72	97239	Gold	2023-12-01	2013-01-17	794703
10944.0	Jackson	Joseph	M	47	97203	Platinum	2023-08-19	2014-04-14	729727
10945.0	Soto	Jessica	F	54	97266	Platinum	2023-12-27	2013-03-23	828133
10946.0	Villalobos	Judy	F	36	97267	Gold	2023-10-02	2013-03-19	34369
10947.0	López	Pedro	M	35	97362	Infinity	2021-08-23	2003-11-18	428565
10948.0	Bailey	Lisa	F	23	97423	Basic	2023-09-18	2010-04-05	526449
10949.0	González	Sean	M	48	97300	Platinum	2023-04-12	2013-03-20	331371
10950.0	García	Karen	F	38	97258	Basic	2023-11-11	2006-06-21	534271
10951.0	López	Diamond	F	19	97254	Basic	2022-11-29	2019-06-28	174858
10952.0	Estrada	Bobby	M	29	97372	Basic	2022-02-15	2016-05-12	495780
10953.0	Watson	Athena	F	21	97282	Obsidian	2023-01-06	2008-04-23	493533
10954.0	Rivas	Barry	M	57	97213	Gold	2023-12-15	2012-02-03	955679
10955.0	Martinez	Victor	M	48	97121	Gold	2022-01-30	2011-07-08	626279
10956.0	Morgan	Asher	M	33	97386	Gold	2023-08-21	2009-12-21	272879
10957.0	White	Dan	M	60	97134	Platinum	2023-07-23	2004-08-23	898319
10958.0	Castillo	Donna	F	39	97286	Gold	2023-09-20	2014-12-09	536263
10959.0	Ruíz	Tracy	M	65	97229	Basic	2023-11-11	2008-09-18	301643
10960.0	Ruíz	Tracy	F	40	97237	Basic	2022-03-01	2003-11-16	762267
10961.0	Meza	Donovan	M	29	97285	Basic	2022-04-20	2011-09-01	173317
10962.0	Bennett	Earl	M	32	97321	Basic	2022-08-28	2004-01-02	688658
10963.0	Pérez	Elmer	M	42	97135	Gold	2023-09-10	2012-12-17	853141
10964.0	Jiménez	Vickie	F	37	97129	Basic	2023-06-04	2008-10-02	918191
10965.0	Sanchez	Bobbie	F	77	97310	Basic	2023-07-18	2016-04-05	166890
10966.0	Rodríguez	Frances	F	28	97328	Platinum	2023-02-11	2003-10-11	45291
10967.0	Delgado	Marvin	M	46	97438	Basic	2023-11-17	2021-10-25	786831
10968.0	Hall	Sawyer	M	26	97291	Platinum	2023-12-28	2003-02-27	264302
10969.0	Hernández	Michelle	F	30	97324	Platinum	2023-04-25	2023-03-22	367032
10970.0	Martínez	Ruth	F	24	97251	Basic	2023-09-06	2018-06-04	233253
10972.0	Lavoie	Brooke	F	45	97132	Obsidian	2023-10-24	2013-10-01	565986
10973.0	Clark	Oliver	M	46	97283	Platinum	2023-12-31	2005-05-27	305103
10974.0	Ponce	Adalyn	F	77	97249	Gold	2023-07-29	2003-10-23	790748
10975.0	Walker	Gavin	M	42	97280	Basic	2023-04-24	2005-12-23	930747
10976.0	Roy	Glen	M	63	97367	Basic	2022-03-08	2021-04-25	591045
10977.0	Sandoval	Melanie	F	53	97280	Basic	2023-02-19	2013-03-14	460525
10978.0	Roy	Fernando	M	75	97255	Obsidian	2023-01-07	2003-04-14	994809
10979.0	Alvarado	Dwight	M	42	97447	Basic	2023-03-04	2003-11-06	165891
10980.0	Pérez	Philip	M	68	97404	Basic	2023-12-27	2006-06-20	790748
10981.0	Jones	Patrick	M	55	97215	Basic	2023-10-30	2010-06-29	633352
10982.0	Romero	Christina	F	30	97407	Basic	2023-04-18	2013-05-25	301277
10983.0	Montes	Alisha	F	45	97410	Gold	2022-11-01	2005-07-17	267201
10984.0	Tremblay	Maurice	M	39	97457	Basic	2023-05-02	2015-10-16	428565
10985.0	De León	Patty	F	29	97425	Basic	2023-11-29	2003-09-08	791078
10986.0	Wilson	Shari	F	35	97217	Gold	2022-10-06	2016-04-14	961723
10987.0	Ortíz	Gina	F	30	97119	Platinum	2023-07-14	2022-07-11	862045
10988.0	Roy	Bella	F	43	97302	Basic	2022-06-22	2011-03-01	300648
10989.0	Herrera	Mariah	F	70	97393	Platinum	2022-01-17	2014-05-27	229979
10990.0	Valdez	Kristine	F	47	97493	Platinum	2023-03-20	2008-12-12	695049
10992.0	Fernández	Zoey	F	47	97160	Basic	2023-09-05	2004-05-12	656425
10993.0	Chávez	Eliza	F	64	97143	Basic	2023-05-24	2009-12-02	723516
10994.0	Cruz	Sheryl	F	70	97411	Gold	2023-12-01	2021-04-21	767151
10995.0	Bennett	Ryder	M	28	97454	Gold	2023-09-22	2003-08-24	527148
10996.0	Morris	Miranda	F	52	97298	Gold	2023-04-29	2003-08-12	536587
10998.0	Clark	Emerson	F	72	97163	Gold	2023-10-09	2010-02-17	863596
10999.0	Contreras	Clifford	M	28	97490	Infinity	2022-11-02	2010-06-18	754283
11000.0	Johnson	Paige	F	66	97229	Basic	2023-08-29	2017-03-09	468128
11002.0	Sandoval	Todd	M	38	97309	Gold	2023-02-24	2011-08-14	334304
11003.0	López	Jodi	F	60	97144	Basic	2023-04-18	2018-08-29	300056
11004.0	Rodríguez	Pat	F	21	97490	Gold	2023-12-15	2020-12-18	403315
11005.0	Hall	Jaxon	M	37	97281	Basic	2022-10-28	2009-12-12	108813
11006.0	León	Barbara	F	45	97394	Basic	2023-07-18	2018-04-28	567716
11008.0	Herrera	Joshua	M	18	97151	Obsidian	2023-09-04	2010-02-08	821114
11009.0	Sánchez	Gabriella	F	47	97246	Basic	2022-12-03	2006-08-22	466104
11010.0	Jiménez	Alexis	M	53	97327	Gold	2023-10-29	2021-12-14	137019
11011.0	Jiménez	Alexis	F	67	97195	Gold	2023-09-24	2013-02-24	231672
11012.0	Martinez	Ivy	F	57	97361	Obsidian	2022-08-08	2012-06-07	172725
11013.0	Rodríguez	Vivian	F	70	97302	Basic	2023-06-02	2015-05-14	865682
11014.0	Nguyen	Delores	F	42	97199	Basic	2022-07-23	2013-10-19	629026
11015.0	Martin	Marcia	F	59	97380	Basic	2022-07-02	2012-10-09	404590
11016.0	Wilson	Erik	M	42	97342	Platinum	2022-08-12	2014-08-21	100260
11017.0	Taylor	Justin	M	69	97220	Basic	2022-12-28	2014-02-27	306357
11018.0	Álvarez	Cameron	M	58	97381	Basic	2023-01-12	2005-07-04	34369
11019.0	Davis	Alisha	F	29	97356	Basic	2023-01-07	2006-12-12	929467
11020.0	Vásquez	Yolanda	F	41	97215	Gold	2023-11-17	2014-03-01	897828
11021.0	Espinoza	Bridget	F	49	97379	Basic	2023-02-16	2019-02-02	996009
11022.0	Castañeda	Cindy	F	48	97492	Basic	2023-01-10	2015-10-08	601077
11023.0	Jiménez	Tucker	M	33	97377	Basic	2022-07-12	2006-05-11	888302
11024.0	Sanchez	Darrell	M	54	97369	Gold	2023-01-29	2008-06-12	628976
11025.0	García	Payton	F	35	97329	Basic	2023-11-23	2010-11-20	100968
11026.0	Méndez	William	M	62	97423	Gold	2023-04-23	2008-06-05	632921
11027.0	Morin	Xavier	M	47	97401	Basic	2023-05-21	2017-01-18	767151
11028.0	Medina	Samantha	F	53	97369	Gold	2023-07-16	2011-10-24	662185
11029.0	Aguilar	Clifford	M	75	97168	Basic	2023-08-24	2003-09-04	730897
11030.0	White	Angie	F	29	97410	Basic	2023-11-05	2009-04-04	896935
11031.0	Edwards	Athena	F	31	97207	Basic	2023-06-18	2009-06-04	831375
11032.0	Miller	Alejandra	F	65	97444	Basic	2022-11-22	2020-11-03	695144
11033.0	Bouchard	Marvin	M	44	97361	Basic	2023-06-05	2011-05-06	537039
11034.0	López	Colton	M	23	97134	Gold	2023-05-17	2009-07-28	721860
11035.0	Orozco	Cecil	M	25	97252	Basic	2023-12-09	2013-08-16	892922
11036.0	Harris	Dawn	F	46	97409	Basic	2023-03-03	2007-10-12	799407
11037.0	Ponce	Lynn	M	24	97343	Basic	2023-02-11	2017-12-27	9174
11038.0	Ponce	Lynn	F	23	97484	Gold	2023-05-28	2023-03-09	495601
11039.0	Ruíz	Alec	M	46	97157	Basic	2022-07-06	2018-07-08	171254
11040.0	Díaz	Fernando	M	29	97294	Basic	2023-05-25	2021-09-01	722276
11041.0	Martin	Ezekiel	M	72	97211	Infinity	2022-08-21	2019-04-21	142749
11042.0	García	Jessica	F	60	97384	Gold	2023-08-07	2008-07-14	688777
11043.0	Orozco	Dustin	M	58	97322	Gold	2023-05-05	2012-11-06	175503
11044.0	Lara	Barry	M	63	97409	Basic	2023-10-24	2017-01-16	435615
11045.0	Márquez	Madison	F	29	97183	Gold	2022-12-21	2017-09-25	44601
11046.0	Vargas	Erika	F	20	97279	Infinity	2023-04-11	2022-11-14	826925
11047.0	Gagnon	Colton	M	63	97307	Basic	2023-12-14	2019-10-13	372983
11048.0	Nava	Yvette	F	62	97286	Gold	2023-11-21	2013-12-14	268394
11049.0	Aguilar	Lucille	F	25	97451	Gold	2023-08-30	2014-08-22	667602
11050.0	Vásquez	Gavin	M	28	97158	Gold	2023-06-23	2012-03-31	363995
11051.0	Rodríguez	Chloe	F	54	97179	Gold	2023-07-07	2018-04-07	858628
11052.0	Ramírez	Dorothy	F	34	97315	Basic	2023-02-05	2008-12-05	994789
11053.0	González	Sophie	F	39	97199	Basic	2023-08-31	2016-06-18	893548
11054.0	Murphy	Luis	M	28	97252	Basic	2022-07-31	2012-06-03	495384
11055.0	Williams	Francisco	M	75	97133	Basic	2023-01-31	2020-11-09	631479
11056.0	Rodríguez	Michelle	F	26	97165	Basic	2023-09-12	2017-07-08	603458
11057.0	Wright	Aiden	M	62	97313	Basic	2023-03-23	2004-08-15	729727
11058.0	García	Bianca	F	60	97391	Gold	2023-12-21	2009-10-28	723516
