EID	Course_ID	Course_Name	Course_Hours	Course_Date	Last_Name	First_Name	Sex
200066	400	Smart Phones and Dumb People: Know Your Audience	3.0	2022-06-13	Miller	Gordon	M
200066	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2018-05-03	Miller	Gordon	M
200066	600	Emotional Intelligence for Managers	1.0	2017-07-03	Miller	Gordon	M
200066	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2015-11-08	Miller	Gordon	M
200066	700	Emotional Intelligence for Employees	3.0	2016-07-11	Miller	Gordon	M
200066	700	Emotional Intelligence for Employees	3.0	2020-05-31	Miller	Gordon	M
200066	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2014-04-19	Miller	Gordon	M
200066	500	What Does this Button Do?	4.0	2010-06-03	Miller	Gordon	M
200187	600	Emotional Intelligence for Managers	1.0	2012-09-09	Cervantes	Selena	F
200187	600	Emotional Intelligence for Managers	1.0	2021-06-14	Cervantes	Selena	F
200187	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2015-06-05	Cervantes	Selena	F
200187	600	Emotional Intelligence for Managers	1.0	2016-05-18	Cervantes	Selena	F
200187	700	Emotional Intelligence for Employees	3.0	2010-07-15	Cervantes	Selena	F
200187	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2017-02-05	Cervantes	Selena	F
200187	400	Smart Phones and Dumb People: Know Your Audience	3.0	2010-01-05	Cervantes	Selena	F
200187	300	How to Sell Phone Warranties			Cervantes	Selena	F
200187	700	Emotional Intelligence for Employees	3.0		Cervantes	Selena	F
200187	200	Is 5G a myth? (And Other Questions You May Hear)	1.0		Cervantes	Selena	F
200400	400	Smart Phones and Dumb People: Know Your Audience	3.0	2014-12-24	Roy	Christina	F
200400	500	What Does this Button Do?	4.0	2015-08-12	Roy	Christina	F
200400	500	What Does this Button Do?	4.0	2010-08-24	Roy	Christina	F
200400	500	What Does this Button Do?	4.0	2020-05-01	Roy	Christina	F
200400	300	How to Sell Phone Warranties	3.0	2014-08-18	Roy	Christina	F
200400	300	How to Sell Phone Warranties	3.0	2016-07-20	Roy	Christina	F
200400	300	How to Sell Phone Warranties	3.0	2015-02-17	Roy	Christina	F
200400	300	How to Sell Phone Warranties	3.0	2021-08-16	Roy	Christina	F
200400	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2010-05-19	Roy	Christina	F
200600	300	How to Sell Phone Warranties	3.0	2022-11-02	Herrera	Ivan	M
200600	300	How to Sell Phone Warranties	3.0	2018-01-29	Herrera	Ivan	M
200600	600	Emotional Intelligence for Managers	1.0	2014-04-04	Herrera	Ivan	M
200600	600	Emotional Intelligence for Managers	1.0	2022-11-21	Herrera	Ivan	M
200600	700	Emotional Intelligence for Employees	3.0	2021-03-16	Herrera	Ivan	M
200600	700	Emotional Intelligence for Employees	3.0	2010-04-13	Herrera	Ivan	M
200856	600	Emotional Intelligence for Managers	1.0	2013-02-17	Hernández	Meagan	F
200856	500	What Does this Button Do?	4.0	2022-06-05	Hernández	Meagan	F
200856	300	How to Sell Phone Warranties	3.0	2019-10-19	Hernández	Meagan	F
200856	500	What Does this Button Do?		2012-03-26	Hernández	Meagan	F
200856	700	Emotional Intelligence for Employees	3.0	2021-05-22	Hernández	Meagan	F
200856	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2013-07-07	Hernández	Meagan	F
200856	700	Emotional Intelligence for Employees	3.0	2017-02-07	Hernández	Meagan	F
200856	300	How to Sell Phone Warranties	3.0		Hernández	Meagan	F
200856	300	How to Sell Phone Warranties	3.0	2016-05-23	Hernández	Meagan	F
200968	600	Emotional Intelligence for Managers	1.0	2016-06-18	Miller	Sebastian	M
200968	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2015-05-08	Miller	Sebastian	M
200968	500	What Does this Button Do?	4.0		Miller	Sebastian	M
200968	500	What Does this Button Do?	4.0	2019-12-05	Miller	Sebastian	M
200968	500	What Does this Button Do?	4.0	2017-05-05	Miller	Sebastian	M
200968	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-10-22	Miller	Sebastian	M
201089	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-08-20	Domínguez	Florence	F
201089	300	How to Sell Phone Warranties	3.0	2010-02-12	Domínguez	Florence	F
201089	300	How to Sell Phone Warranties	3.0	2013-02-12	Domínguez	Florence	F
201089	300	How to Sell Phone Warranties	3.0	2015-02-21	Domínguez	Florence	F
201225	300	How to Sell Phone Warranties	3.0	2015-10-29	Ramírez	Landon	M
201225	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2013-04-18	Ramírez	Landon	M
201225	300	How to Sell Phone Warranties	3.0	2017-08-28	Ramírez	Landon	M
201281	300	How to Sell Phone Warranties	3.0	2020-03-24	Flores	Holly	F
201281	600	Emotional Intelligence for Managers	1.0	2017-11-21	Flores	Holly	F
201281	300	How to Sell Phone Warranties	3.0	2021-10-08	Flores	Holly	F
201281	500	What Does this Button Do?	4.0	2011-03-27	Flores	Holly	F
201281	300	How to Sell Phone Warranties	3.0	2021-11-25	Flores	Holly	F
201642	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2022-08-05	Gutiérrez	Avery	F
201642	400	Smart Phones and Dumb People: Know Your Audience	3.0	2018-01-17	Gutiérrez	Avery	F
201642	700	Emotional Intelligence for Employees	3.0	2015-12-04	Gutiérrez	Avery	F
202707	300	How to Sell Phone Warranties	3.0	2018-06-19	Brooks	Brendan	M
203233	400	Smart Phones and Dumb People: Know Your Audience	3.0	2016-05-14	Miller	Dalton	M
203233	400	Smart Phones and Dumb People: Know Your Audience	3.0	2019-08-27	Miller	Dalton	M
203233	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-11-06	Miller	Dalton	M
203233	500	What Does this Button Do?	4.0	2014-10-22	Miller	Dalton	M
203233	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2021-11-09	Miller	Dalton	M
203233	300	How to Sell Phone Warranties	3.0	2016-02-14	Miller	Dalton	M
203233	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2021-04-07	Miller	Dalton	M
203233	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2019-08-13	Miller	Dalton	M
203244	600	Emotional Intelligence for Managers	1.0	2011-10-21	Delgado	Emery	F
203244	400	Smart Phones and Dumb People: Know Your Audience	3.0		Delgado	Emery	F
203244	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2020-02-14	Delgado	Emery	F
203244	400	Smart Phones and Dumb People: Know Your Audience	3.0	2019-02-17	Delgado	Emery	F
203244	300	How to Sell Phone Warranties	3.0	2015-11-11	Delgado	Emery	F
203244	700	Emotional Intelligence for Employees		2013-06-19	Delgado	Emery	F
203244	400	Smart Phones and Dumb People: Know Your Audience	3.0	2019-12-08	Delgado	Emery	F
203925	500	What Does this Button Do?	4.0	2020-08-24	Murphy	Desiree	F
203925	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2011-12-25	Murphy	Desiree	F
203925	500	What Does this Button Do?	4.0	2021-03-13	Murphy	Desiree	F
204070	300	How to Sell Phone Warranties	3.0	2014-04-27	Wright	Virginia	F
204070	700	Emotional Intelligence for Employees	3.0	2012-10-02	Wright	Virginia	F
204070	500	What Does this Button Do?	4.0	2017-04-07	Wright	Virginia	F
204070	200	Is 5G a myth? (And Other Questions You May Hear)	1.0		Wright	Virginia	F
204138	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points			Meza	Leonardo	M
204138	300	How to Sell Phone Warranties	3.0		Meza	Leonardo	M
204138	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2013-03-27	Meza	Leonardo	M
204138	400	Smart Phones and Dumb People: Know Your Audience	3.0	2019-02-28	Meza	Leonardo	M
204138	700	Emotional Intelligence for Employees	3.0	2015-07-08	Meza	Leonardo	M
204138	700	Emotional Intelligence for Employees	3.0	2010-05-12	Meza	Leonardo	M
204138	500	What Does this Button Do?	4.0	2022-03-11	Meza	Leonardo	M
204138	600	Emotional Intelligence for Managers	1.0	2013-02-11	Meza	Leonardo	M
204138	400	Smart Phones and Dumb People: Know Your Audience	3.0	2022-03-13	Meza	Leonardo	M
204432	300	How to Sell Phone Warranties	3.0	2017-04-02	López	Gilbert	M
204432	600	Emotional Intelligence for Managers	1.0	2021-06-02	López	Gilbert	M
204561	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2021-11-24	Taylor	Terri	F
204561	600	Emotional Intelligence for Managers	1.0	2020-06-07	Taylor	Terri	F
204561	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2014-01-27	Taylor	Terri	F
204632	300	How to Sell Phone Warranties	3.0	2012-04-23	Turner	Emerson	F
204632	400	Smart Phones and Dumb People: Know Your Audience	3.0	2021-03-14	Turner	Emerson	F
204632	300	How to Sell Phone Warranties	3.0	2020-08-11	Turner	Emerson	F
204632	500	What Does this Button Do?	4.0	2016-12-21	Turner	Emerson	F
204632	500	What Does this Button Do?	4.0	2019-08-11	Turner	Emerson	F
204632	400	Smart Phones and Dumb People: Know Your Audience	3.0	2022-07-17	Turner	Emerson	F
204632	600	Emotional Intelligence for Managers	1.0	2013-04-11	Turner	Emerson	F
204632	600	Emotional Intelligence for Managers	1.0	2011-10-21	Turner	Emerson	F
204658	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-04-16	Aguilar	Dana	M
204658	300	How to Sell Phone Warranties	3.0	2010-06-07	Aguilar	Dana	M
204658	700	Emotional Intelligence for Employees		2016-05-29	Aguilar	Dana	M
204658	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2017-12-06	Aguilar	Dana	M
204658	600	Emotional Intelligence for Managers		2011-06-28	Aguilar	Dana	M
204658	300	How to Sell Phone Warranties	3.0	2011-01-09	Aguilar	Dana	M
204658	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2017-03-18	Aguilar	Dana	M
204658	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2013-06-26	Aguilar	Dana	M
204773	300	How to Sell Phone Warranties	3.0	2010-07-24	Delgado	Riley	M
204773	400	Smart Phones and Dumb People: Know Your Audience	3.0	2010-12-13	Delgado	Riley	M
204773	500	What Does this Button Do?	4.0	2018-11-14	Delgado	Riley	M
205446	600	Emotional Intelligence for Managers	1.0	2021-07-04	Torres	Sawyer	M
205446	700	Emotional Intelligence for Employees	3.0		Torres	Sawyer	M
205718	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2011-04-21	Bouchard	Maya	F
205718	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2022-07-10	Bouchard	Maya	F
205718	400	Smart Phones and Dumb People: Know Your Audience	3.0	2011-05-17	Bouchard	Maya	F
205718	200	Is 5G a myth? (And Other Questions You May Hear)			Bouchard	Maya	F
205718	500	What Does this Button Do?			Bouchard	Maya	F
205718	500	What Does this Button Do?	4.0	2017-10-20	Bouchard	Maya	F
205718	400	Smart Phones and Dumb People: Know Your Audience	3.0	2015-10-30	Bouchard	Maya	F
205718	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2020-04-21	Bouchard	Maya	F
205718	500	What Does this Button Do?	4.0	2013-09-17	Bouchard	Maya	F
205718	500	What Does this Button Do?	4.0	2019-03-19	Bouchard	Maya	F
205903	600	Emotional Intelligence for Managers	1.0	2010-07-17	Campos	Bruce	M
205903	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2020-07-02	Campos	Bruce	M
205903	300	How to Sell Phone Warranties	3.0	2015-03-23	Campos	Bruce	M
205903	500	What Does this Button Do?	4.0	2013-09-25	Campos	Bruce	M
206563	600	Emotional Intelligence for Managers	1.0		Velásquez	Jeff	M
206563	400	Smart Phones and Dumb People: Know Your Audience	3.0	2022-09-30	Velásquez	Jeff	M
206563	700	Emotional Intelligence for Employees	3.0	2017-04-21	Velásquez	Jeff	M
206563	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0		Velásquez	Jeff	M
206563	300	How to Sell Phone Warranties	3.0	2022-05-08	Velásquez	Jeff	M
206563	500	What Does this Button Do?	4.0	2019-11-17	Velásquez	Jeff	M
206563	700	Emotional Intelligence for Employees		2022-04-01	Velásquez	Jeff	M
206563	300	How to Sell Phone Warranties	3.0		Velásquez	Jeff	M
206563	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2020-08-16	Velásquez	Jeff	M
206626	500	What Does this Button Do?	4.0		Salazar	Eugene	M
206805	400	Smart Phones and Dumb People: Know Your Audience	3.0	2015-04-07	Morgan	Dakota	M
206805	600	Emotional Intelligence for Managers	1.0	2015-12-03	Morgan	Dakota	M
206805	300	How to Sell Phone Warranties	3.0	2012-07-26	Morgan	Dakota	M
206805	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2011-11-06	Morgan	Dakota	M
206805	600	Emotional Intelligence for Managers	1.0	2022-11-14	Morgan	Dakota	M
206805	400	Smart Phones and Dumb People: Know Your Audience	3.0	2016-12-20	Morgan	Dakota	M
206805	500	What Does this Button Do?	4.0	2013-09-23	Morgan	Dakota	M
206805	400	Smart Phones and Dumb People: Know Your Audience	3.0	2018-10-03	Morgan	Dakota	M
206805	400	Smart Phones and Dumb People: Know Your Audience	3.0	2016-04-14	Morgan	Dakota	M
206805	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2022-10-05	Morgan	Dakota	M
206829	600	Emotional Intelligence for Managers	1.0	2017-06-28	Díaz	Jennifer	F
206829	500	What Does this Button Do?	4.0	2013-02-08	Díaz	Jennifer	F
206829	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-01-21	Díaz	Jennifer	F
206829	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-04-27	Díaz	Jennifer	F
206829	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2020-06-23	Díaz	Jennifer	F
206829	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-09-08	Díaz	Jennifer	F
206829	400	Smart Phones and Dumb People: Know Your Audience	3.0		Díaz	Jennifer	F
206829	400	Smart Phones and Dumb People: Know Your Audience	3.0	2021-10-27	Díaz	Jennifer	F
206829	600	Emotional Intelligence for Managers	1.0	2014-10-26	Díaz	Jennifer	F
207334	300	How to Sell Phone Warranties	3.0	2010-03-14	Jenkins	Angel	F
207499	300	How to Sell Phone Warranties	3.0	2017-03-19	Valenzuela	Billy	M
207591	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-03-05	Tremblay	Claudia	F
207591	600	Emotional Intelligence for Managers	1.0	2019-11-15	Tremblay	Claudia	F
207591	700	Emotional Intelligence for Employees	3.0	2011-09-19	Tremblay	Claudia	F
207591	600	Emotional Intelligence for Managers	1.0	2010-12-31	Tremblay	Claudia	F
207591	500	What Does this Button Do?	4.0	2016-08-26	Tremblay	Claudia	F
207591	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2012-06-20	Tremblay	Claudia	F
207689	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-04-20	Castillo	Kelly	M
207689	600	Emotional Intelligence for Managers	1.0	2011-10-08	Castillo	Kelly	M
207689	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-10-09	Castillo	Kelly	M
207754	300	How to Sell Phone Warranties	3.0	2011-03-22	Russell	Lois	F
207754	700	Emotional Intelligence for Employees	3.0	2014-04-22	Russell	Lois	F
207754	600	Emotional Intelligence for Managers	1.0	2011-07-28	Russell	Lois	F
207754	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-03-22	Russell	Lois	F
207754	200	Is 5G a myth? (And Other Questions You May Hear)		2011-03-07	Russell	Lois	F
207754	600	Emotional Intelligence for Managers	1.0	2021-09-28	Russell	Lois	F
207754	700	Emotional Intelligence for Employees	3.0	2017-12-06	Russell	Lois	F
207754	700	Emotional Intelligence for Employees	3.0	2015-08-18	Russell	Lois	F
207754	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2012-12-17	Russell	Lois	F
207754	500	What Does this Button Do?	4.0	2014-04-28	Russell	Lois	F
208745	600	Emotional Intelligence for Managers	1.0	2016-10-24	Morin	Veronica	F
208745	200	Is 5G a myth? (And Other Questions You May Hear)	1.0		Morin	Veronica	F
208745	600	Emotional Intelligence for Managers	1.0		Morin	Veronica	F
208745	700	Emotional Intelligence for Employees	3.0	2015-11-30	Morin	Veronica	F
208745	600	Emotional Intelligence for Managers	1.0	2010-06-15	Morin	Veronica	F
208745	700	Emotional Intelligence for Employees	3.0	2017-02-24	Morin	Veronica	F
208745	300	How to Sell Phone Warranties	3.0	2021-09-13	Morin	Veronica	F
208745	500	What Does this Button Do?	4.0	2021-06-15	Morin	Veronica	F
208762	300	How to Sell Phone Warranties	3.0	2014-04-22	Sánchez	Carlos	M
208762	300	How to Sell Phone Warranties		2018-08-10	Sánchez	Carlos	M
208762	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points		2016-05-13	Sánchez	Carlos	M
208762	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2011-06-01	Sánchez	Carlos	M
208762	400	Smart Phones and Dumb People: Know Your Audience	3.0	2011-09-22	Sánchez	Carlos	M
208762	700	Emotional Intelligence for Employees	3.0	2018-10-23	Sánchez	Carlos	M
208762	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2015-03-10	Sánchez	Carlos	M
208762	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2016-12-30	Sánchez	Carlos	M
208762	500	What Does this Button Do?	4.0	2021-04-04	Sánchez	Carlos	M
208856	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-01-11	Ríos	Omar	M
208856	600	Emotional Intelligence for Managers	1.0	2018-04-05	Ríos	Omar	M
208856	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2013-02-10	Ríos	Omar	M
208856	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2021-12-09	Ríos	Omar	M
208856	400	Smart Phones and Dumb People: Know Your Audience	3.0	2019-03-24	Ríos	Omar	M
208856	400	Smart Phones and Dumb People: Know Your Audience	3.0	2015-03-01	Ríos	Omar	M
208856	300	How to Sell Phone Warranties	3.0	2012-03-10	Ríos	Omar	M
208856	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2021-01-17	Ríos	Omar	M
208856	500	What Does this Button Do?	4.0	2016-09-10	Ríos	Omar	M
209068	300	How to Sell Phone Warranties	3.0	2018-05-15	Rivera	Linda	F
209068	500	What Does this Button Do?	4.0		Rivera	Linda	F
209068	400	Smart Phones and Dumb People: Know Your Audience	3.0	2011-09-30	Rivera	Linda	F
209068	600	Emotional Intelligence for Managers	1.0	2013-09-08	Rivera	Linda	F
209068	300	How to Sell Phone Warranties	3.0	2020-09-10	Rivera	Linda	F
209068	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2014-02-21	Rivera	Linda	F
209068	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2014-11-29	Rivera	Linda	F
209168	200	Is 5G a myth? (And Other Questions You May Hear)	1.0		Martínez	Cecil	M
209168	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2012-07-14	Martínez	Cecil	M
209168	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2016-06-16	Martínez	Cecil	M
209168	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2016-07-21	Martínez	Cecil	M
209168	600	Emotional Intelligence for Managers	1.0	2010-06-25	Martínez	Cecil	M
209168	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2021-11-13	Martínez	Cecil	M
209168	500	What Does this Button Do?	4.0	2021-11-27	Martínez	Cecil	M
209168	200	Is 5G a myth? (And Other Questions You May Hear)		2018-07-20	Martínez	Cecil	M
209489	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2021-12-27	López	Joy	F
209489	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2016-06-03	López	Joy	F
209489	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0		López	Joy	F
209489	600	Emotional Intelligence for Managers	1.0	2015-02-02	López	Joy	F
209489	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2020-07-16	López	Joy	F
209489	600	Emotional Intelligence for Managers	1.0	2019-10-25	López	Joy	F
209536	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2018-06-05	Ávila	Robin	M
209536	700	Emotional Intelligence for Employees	3.0		Ávila	Robin	M
209536	400	Smart Phones and Dumb People: Know Your Audience	3.0	2012-04-08	Ávila	Robin	M
209536	500	What Does this Button Do?	4.0	2020-08-23	Ávila	Robin	M
209536	400	Smart Phones and Dumb People: Know Your Audience	3.0	2017-01-22	Ávila	Robin	M
209536	500	What Does this Button Do?	4.0		Ávila	Robin	M
209536	600	Emotional Intelligence for Managers	1.0	2010-10-07	Ávila	Robin	M
210004	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2015-11-29	Núñez	Maxwell	M
210004	400	Smart Phones and Dumb People: Know Your Audience	3.0		Núñez	Maxwell	M
210004	700	Emotional Intelligence for Employees	3.0	2018-10-30	Núñez	Maxwell	M
210004	400	Smart Phones and Dumb People: Know Your Audience	3.0	2021-11-19	Núñez	Maxwell	M
210004	200	Is 5G a myth? (And Other Questions You May Hear)	1.0		Núñez	Maxwell	M
210004	600	Emotional Intelligence for Managers	1.0	2011-04-07	Núñez	Maxwell	M
210004	500	What Does this Button Do?	4.0	2013-07-28	Núñez	Maxwell	M
210139	400	Smart Phones and Dumb People: Know Your Audience	3.0	2011-09-30	Harris	Wanda	F
210139	600	Emotional Intelligence for Managers	1.0	2020-07-11	Harris	Wanda	F
210139	700	Emotional Intelligence for Employees		2010-09-06	Harris	Wanda	F
210139	700	Emotional Intelligence for Employees	3.0	2020-09-11	Harris	Wanda	F
210139	400	Smart Phones and Dumb People: Know Your Audience	3.0	2013-09-01	Harris	Wanda	F
210139	700	Emotional Intelligence for Employees	3.0	2014-12-14	Harris	Wanda	F
210139	700	Emotional Intelligence for Employees	3.0	2019-09-18	Harris	Wanda	F
210294	500	What Does this Button Do?	4.0	2010-06-23	Estrada	Ruby	F
210294	600	Emotional Intelligence for Managers	1.0	2014-12-01	Estrada	Ruby	F
210294	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2012-05-26	Estrada	Ruby	F
210294	400	Smart Phones and Dumb People: Know Your Audience	3.0	2011-04-19	Estrada	Ruby	F
210294	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2013-04-29	Estrada	Ruby	F
210294	700	Emotional Intelligence for Employees	3.0	2012-05-20	Estrada	Ruby	F
210294	600	Emotional Intelligence for Managers		2013-03-08	Estrada	Ruby	F
210294	700	Emotional Intelligence for Employees	3.0	2019-05-01	Estrada	Ruby	F
210294	300	How to Sell Phone Warranties	3.0	2015-12-14	Estrada	Ruby	F
229473	700	Emotional Intelligence for Employees	3.0	2010-08-06	Serrano	Glenn	M
229473	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2013-03-07	Serrano	Glenn	M
229473	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2016-01-15	Serrano	Glenn	M
229473	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2010-01-07	Serrano	Glenn	M
229473	500	What Does this Button Do?	4.0	2015-10-17	Serrano	Glenn	M
229473	500	What Does this Button Do?	4.0	2015-07-12	Serrano	Glenn	M
229473	700	Emotional Intelligence for Employees	3.0	2019-02-20	Serrano	Glenn	M
229772	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2010-02-10	Cabrera	Thomas	M
229772	700	Emotional Intelligence for Employees	3.0	2010-07-11	Cabrera	Thomas	M
229772	500	What Does this Button Do?	4.0	2012-11-07	Cabrera	Thomas	M
229772	400	Smart Phones and Dumb People: Know Your Audience	3.0	2010-06-29	Cabrera	Thomas	M
229772	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2012-07-13	Cabrera	Thomas	M
229775	600	Emotional Intelligence for Managers	1.0		Vargas	Gwendolyn	F
229775	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points		2011-12-04	Vargas	Gwendolyn	F
229775	400	Smart Phones and Dumb People: Know Your Audience	3.0	2018-05-22	Vargas	Gwendolyn	F
229775	300	How to Sell Phone Warranties	3.0	2011-08-27	Vargas	Gwendolyn	F
229775	400	Smart Phones and Dumb People: Know Your Audience	3.0	2015-06-13	Vargas	Gwendolyn	F
229775	400	Smart Phones and Dumb People: Know Your Audience	3.0	2021-12-13	Vargas	Gwendolyn	F
229979	300	How to Sell Phone Warranties	3.0	2016-05-05	Molina	Taylor	M
230196	500	What Does this Button Do?		2014-02-27	Molina	Wesley	M
230437	600	Emotional Intelligence for Managers	1.0	2014-07-05	Rangel	Sonia	F
230437	100	Chemtrails and Tin-foil Hats: How to Turn Conspiracy Theories into Selling Points	3.0	2018-02-13	Rangel	Sonia	F
230437	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2010-10-23	Rangel	Sonia	F
230437	500	What Does this Button Do?	4.0	2013-10-19	Rangel	Sonia	F
230505	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2012-10-11	Guzmán	Kaylee	F
230505	600	Emotional Intelligence for Managers	1.0	2018-03-31	Guzmán	Kaylee	F
230505	300	How to Sell Phone Warranties	3.0	2020-01-17	Guzmán	Kaylee	F
230505	700	Emotional Intelligence for Employees	3.0	2019-08-21	Guzmán	Kaylee	F
230505	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2012-01-26	Guzmán	Kaylee	F
230505	300	How to Sell Phone Warranties	3.0	2018-04-09	Guzmán	Kaylee	F
230566	400	Smart Phones and Dumb People: Know Your Audience	3.0	2012-05-11	Ramírez	Aaron	M
230566	200	Is 5G a myth? (And Other Questions You May Hear)	1.0	2017-09-24	Ramírez	Aaron	M
230566	600	Emotional Intelligence for Managers	1.0	2016-07-30	Ramírez	Aaron	M
230566	700	Emotional Intelligence for Employees	3.0	2010-03-07	Ramírez	Aaron	M
230566	700	Emotional Intelligence for Employees	3.0		Ramírez	Aaron	M
230566	600	Emotional Intelligence for Managers	1.0	2019-07-12	Ramírez	Aaron	M
230566	500	What Does this Button Do?	4.0	2022-08-19	Ramírez	Aaron	M
230566	500	What Does this Button Do?	4.0	2012-11-23	Ramírez	Aaron	M
230566	300	How to Sell Phone Warranties	3.0		Ramírez	Aaron	M
230566	500	What Does this Button Do?			Ramírez	Aaron	M
230871	600	Emotional Intelligence for Managers	1.0	2010-02-04	Márquez	Joe	M
230871	500	What Does this Button Do?	4.0	2014-03-29	Márquez	Joe	M
230871	400	Smart Phones and Dumb People: Know Your Audience	3.0	2022-07-06	Márquez	Joe	M
230871	700	Emotional Intelligence for Employees	3.0	2015-09-17	Márquez	Joe	M
230871	700	Emotional Intelligence for Employees	3.0	2016-06-05	Márquez	Joe	M
230871	300	How to Sell Phone Warranties	3.0	2011-06-13	Márquez	Joe	M
230871	500	What Does this Button Do?	4.0	2016-04-04	Márquez	Joe	M
230871	600	Emotional Intelligence for Managers	1.0	2012-11-12	Márquez	Joe	M
